,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,"

Upazila","Number of branch of all private commercial
banks",Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila","Number of branch of all private commercial
banks",Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
3,"

Upazila","Number of branch of all private commercial
banks",Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Adamdighi,6,70,610,0,0,172,1,242,611,659.01,1.19
5,Bogra sadar,37,10890,7631,231,5,7122,786,18243,8422,520,240.38
6,Dhunat,1,0,0,146,0,0,0,146,0,1.46,0
7,Gabtali,1,0,0,0,0,20,0,20,0,8.2,0
8,Dhupchanchia,1,618,3047,50,1,195,3,863,3057,27.32,4.99
9,Kahaloo,1,1230,88,0,0,20,0,1250,88,7.70,.96
10,Nandigram,1,35,864,3,0,74,1,112,865,5.66,0.5
11,Sariakandi,3,0,7305,0,0,0,3996,0,11241,0,25.2
12,Sherpur,7,750,2333,0,0,382,43,1132,2376,52.25,1.59
13,Shibganj,0,0,0,0,0,0,0,0,0,0,0
14,Sonatola,0,0,0,0,0,0,0,0,0,0,0
15,Shajahanpur,1,65,0,6,0,30,0,101,0,7.43,0
16,Total,59,13658,21878,436,6,8015,4830,22109,26660,1289.03,274.81
