,0,1,2,3,4,5,6,7,8
0,Percentage distribution of population by type of disability 2011,,,,,,,,
1,Upazila,Total population,All,Speech,Vision,Hearing,Physical,Mental,Autistic
2,Adamdighi,195186,1.9,0.2,0.3,0.2,0.9,0.2,0.1
3,Bogra sadar,555014,1.5,0.2,0.4,0.1,0.6,0.2,0.1
4,Dhunat,292404,1.7,0.2,0.4,0.2,0.7,0.2,0.1
5,Dhupchanchia,176678,1.6,0.2,0.4,0.1,0.7,0.2,0.1
6,Gabtali,319588,1.7,0.2,0.4,0.2,0.6,0.2,0.1
7,Kahaloo,222376,1.4,0.2,0.2,0.2,0.6,0.2,0.1
8,Nandigram,180802,1.6,0.2,0.3,0.1,0.6,0.2,0.1
9,Sariakandi,270719,1.3,0.2,0.3,0.1,0.5,0.2,0.1
10,Shajahanpur,378700,1.6,0.2,0.3,0.2,0.6,0.2,0.1
11,Sherpur,332825,1.4,0.2,0.3,0.1,0.5,0.2,0.1
12,Shibganj,186778,1.4,0.2,0.3,0.1,0.5,0.2,0.1
13,Sonatola,289804,1.1,0.2,0.2,0.1,0.4,0.2,0.1
14,Total,3400874,18.2,2.4,3.8,1.7,7.2,2.4,1.2
