,0,1,2,3,4,5
0,Average doctor s fee per patient 2011,,,,,
1,(Fee in taka),,,,,
2,"
Upazila",Doctor,Doctor,Doctor,Doctor,Doctor
3,"
Upazila",MBBS,FCPS,Dentist,Gynaecologist,Homeopathy
4,Adamdighi,200,300,200,0,0
5,Bogra sadar,300,400,200,400,0
6,Dhunat,200,300,0,300,0
7,Gabtali,100,200,0,0,0
8,Dhupchanchia,200,0,0,200,0
9,Kahaloo,300,0,0,3,0
10,Nandigram,300,400,300,300,20
11,Sariakandi,100,0,50,0,30
12,Sherpur,300,400,200,300,20
13,Shibganj,200,250,250,300,60
14,Sonatola,150,0,100,0,0
15,Shajahanpur,100,300,150,300,0
16,Average,204,213,121,175,11
