,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,"

Upazila","Number of hospital/ clinic/
nursing home","
Number of bed","
Number of  doctor","
Number of nurse","
Number of technician","Number of
other staff","Number of patient
under health facility","Number of patient
under health facility","Number of patient
under health facility","Number of patient
under health facility"
2,"

Upazila","Number of hospital/ clinic/
nursing home","
Number of bed","
Number of  doctor","
Number of nurse","
Number of technician","Number of
other staff",Indoor,Indoor,Outdoor,Outdoor
3,"

Upazila","Number of hospital/ clinic/
nursing home","
Number of bed","
Number of  doctor","
Number of nurse","
Number of technician","Number of
other staff",Male,Female,Male,Female
4,Bhandaria,1,31,7,10,5,106,1729,1957,20073,25388
5,Kawkhali,1,31,6,10,7,11,1005,1439,12321,15680
6,Mathbaria,1,50,15,14,1,124,798,1286,6750,7250
7,Nazirpur,1,31,5,10,7,74,1696,1837,17628,19095
8,Nesarabad,1,50,9,14,21,12,1804,2717,1772,2680
9,Pirojpur Sadar,3,100,21,40,6,28,14562,25094,27412,3450
10,Zianagar,1,31,5,3,1,61,0,0,1600,2000
11,Total,9,324,68,101,48,416,21594,34330,87556,75543
