,0,1,2,3,4,5,6,7
0,Number of existing family planning personnel 2011,,,,,,,
1,,,,,,,,
2,Upazila,TFPO,M.O,FPI,TFPA,FWV,FWA,Midwife or SBA
3,Adamdighi,1,0,2,3,6,31,0
4,Bogra sadar,1,3,10,2,17,58,0
5,Dhunat,1,1,10,3,11,55,2
6,Gabtali,1,1,10,3,12,44,2
7,Dhupchanchia,1,1,2,1,4,23,0
8,Kahaloo,1,1,7,2,9,86,3
9,Nandigram,1,0,4,4,3,27,2
10,Sariakandi,1,2,11,3,11,48,27
11,Sherpur,1,1,9,3,10,47,4
12,Shibganj,1,1,10,3,14,65,13
13,Sonatola,1,1,5,2,7,27,0
14,Shajahanpur,2,1,8,3,17,61,0
15,Total,13,13,88,32,121,572,53
