,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all nationalized banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of all nationalized banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4,  Upazila,Number of branch of all nationalized banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,JhalokatiSadar,7,4558,768,52,9,2593,462,7203,1241,26,5
6,Kanthalia,6,8422,45,0,0,2055,100,10477,315,2010,18
7,Nalchity,3,8448,598,0,0,2416,80,10848,682,24.49,1.34
8,Rajapur,2,7813,311,9,0,635,63,8457,374,19.65,0.11
9,Total,18,29241,1722,61,9,7699,705,36985,2612,2080.14,24.45
