,0,1,2,3,4,5
0,Number of family planning personnel working by municipality 2011,,,,,
1,Mymensingh,,,,,
2,,,,,,
3, Upazila, Doctor,Family planning inspector,Family planning assistant,Family planning visitor,Midwife/ birth attendant (Dai)
4,Bhaluka,0,10,56,13,58
5,Dhubaura,0,0,0,0,0
6,Fulbaria,2,1,9,2,0
7,Gaffargaon,1,1,3,1,4
8,Gauripur,1,1,1,1,7
9,Haluaghat,0,0,0,0,0
10,Ishwargonj,2,1,2,1,0
11,Muktagacha,0,1,3,1,0
12,Mymensingh Sadar,2,0,5,8,0
13,Nandail,1,2,3,2,1
14,Phulpur,0,0,0,0,0
15,Trishal,2,2,3,1,2
16,Total,11,19,85,30,72
