,0,1,2,3,4,5,6,7,8
0,Percentage distribution of population by type of disability 2011,,,,,,,,
1,Mymensingh,,,,,,,,
2,,,,,,,,,
3,Upazila,Total population,All,Speech,Vision,Hearing,Physical,Mental,Autistic
4,Bhaluka,430320,1.2,0.2,0.2,0.1,0.5,0.2,0.1
5,Dhubaura,196284,1.2,0.2,0.1,0.1,0.4,0.1,0.1
6,Fulbaria,448467,1.4,0.2,0.2,0.1,0.5,0.2,0.1
7,Gaffargaon,430746,1.5,0.2,0.3,0.1,0.5,0.2,0.1
8,Gauripur,323057,1.4,0.2,0.2,0.1,0.5,0.2,0.1
9,Haluaghat,290043,1.9,0.2,0.4,0.2,0.7,0.2,0.1
10,Kishorgonj,376348,1.3,0.2,0.1,0.1,0.5,0.2,0.1
11,Muktagacha,415473,1.1,0.2,0.1,0.1,0.4,0.2,0.1
12,Mymensingh Sadar,775733,1.1,0.2,0.1,0.1,0.4,0.2,0.1
13,Nandail,402727,1.5,0.2,0.1,0.1,0.6,0.2,0.1
14,Phulpur,601766,1.5,0.2,0.1,0.1,0.6,0.2,0.1
15,Trisal,419308,1.2,0.2,0.1,0.1,0.5,0.2,0.1
16,Total,5110272,1.4,0.2,0.1,0.1,0.5,0.2,0.1
