,0,1,2,3,4,5
0,Number of diagnostic centre and related health personnel 2011,,,,,
1,,,,,,
2, Upazila,Number of centre,Number of doctor,Number of nurse,Number of technician,Number of other staff
3,Austagram,1,2,1,2,12
4,Bajitpur,5,10,5,5,25
5,Bhairab,16,16,0,32,75
6,Hossainpur,2,3,0,2,7
7,Itna,0,0,0,0,0
8,Karimganj,2,0,0,2,6
9,Katiadi,5,10,10,2,15
10,Kishoreganj Sadar,5,22,14,7,16
11,Kuliar-char,2,7,9,2,10
12,Mithamain,0,0,0,0,0
13,Nikli,0,0,0,0,0
14,Pakundia,2,6,0,3,14
15,Tarail,4,4,0,4,14
16,Total,44,80,39,61,194
