,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,"

Upazila",Number of branch of nationalized banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila",Number of branch of nationalized banks,"Agriculture
debt","Agriculture
debt",Industry debt,Industry debt,Other debt,Other debt,"Number of
borrower","Number of
borrower",Total debt (crore tk),Total debt (crore tk)
3,"

Upazila",Number of branch of nationalized banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Belabo,7,2457,65,0,0,185,6,2642,71,9.54,0.41
5,Manohardi,9,12877,406,2,0,1076,58,13955,464,57,2
6,Narsingdi Sadar,21,5022,0,967,0,300,0,7189,0,1324,0
7,Palash,10,1200,74,62,0,130,8,6200,0,"9.80,50",308
8,Roypura,13,23759,1656,1149,59,2942,890,27850,2605,80.787,6.27
9,Sibpur,4,569,120,15,0,134,53,709,72,12.41,2.47
10,Total,64,45884,2321,2195,59,4767,1015,58545,3212,1402.95,319.15
