,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,"

Upazila",Number of branch of all private commercial banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila",Number of branch of all private commercial banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,"Number of
borrower","Number of
borrower","Total debt (crore
tk)","Total debt (crore
tk)"
3,"

Upazila",Number of branch of all private commercial banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Belabo,0,0,0,0,0,0,0,0,0,0,0
5,Manohardi,12,0,0,0,0,0,0,0,0,0,0
6,Narsingdi Sadar,24,208,0,1207,0,136,0,1551,0,849,0
7,Palash,2,780,192,0,0,587,78,868,0,42,4
8,Roypura,0,0,0,0,0,0,0,0,0,0,0
9,Sibpur,12,11704,16192,4110,7510,2057,4890,16620,2985,16.6,29.92
10,Total,50,12692,16384,5317,7510,2780,4968,19039,2985,907.6,33.92
