,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,(Wage in Taka),,,,,
2,Upazila/City corporation,Porter (coolee),Garden male labour,Garden female labour,Other labour (Adult),Other labour (Child)
3,Balaganj,300,250,150,200,100
4,Beanibazar,250,250,200,250,100
5,Bishwanath,400,250,200,300,50
6,Companiganj,250,250,200,300,100
7,Dakhin surma,300,250,200,250,150
8,Fenchuganj,200,300,250,200,100
9,Golapganj,350,200,150,180,120
10,Gowainghat,200,200,150,200,120
11,Jaintiapur,300,250,200,200,100
12,Kanaighat,200,250,200,200,100
13,Sylhet city corporation,300,200,150,200,100
14,Sylhet sadar,200,150,120,250,100
15,Zakiganj,250,200,150,250,80
16,District Average,269.231,230.769,200,229,101
