,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from all private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2, Upazila/City Corporation,Number of branches of private commercial bank,Number of borrower Agriculture debt Male,Number of borrower Agriculture debt Female,Number of borrower Industry debt Male,Number of borrower Industry debt Female,Number of borrower Others debt Male,Number of borrower Others debt Female,Number of borrower Male,Number of borrower Female,Number of borrower Total debt (Crore) Male,Number of borrower Total debt (Crore) Female
3,Balaganj,16,333,80,20,0,2280,402,2633,482,39361,1377
4,Beanibazar,18,2056,1001,100,3,1411,98,3647,1105,97.48,9356
5,Bishwanath,14,93,4,42,0,67,12,202,16,16,2.95
6,Companiganj,0,0,0,0,0,0,0,0,0,0,0
7,Dakhin surma,6,53,2,2,0,4,0,0,110,14.5,2
8,Fenchuganj,4,37,2,4,0,0,0,0,100,1.3,10
9,Golapganj,12,69,2,0,0,372,55,441,57,17,2
10,Gowainghat,1,0,0,17,0,21,30,38,30,0.76,0.05
11,Jaintiapur,0,0,0,0,0,0,0,0,0,0,0
12,Kanaighat,4,31,3,1,0,21,1,103,2,17,1
13,Sylhet city corporation,76,120,3,388,135,3218,1230,5126,2162,36100,6000
14,Sylhet sadar,13,102,3,16,2,21,13,112,1,39,3
15,Zakiganj,2,0,0,0,0,372,15,1372,15,4.93,0.1
16,Total,166,2894,1100,590,140,7787,1856,13674,4080,75669,16754
