,0,1,2,3,4,5
0,Cropped area sprayed with plant protection measures 2008,,,,,
1,Jamalpur,,,,,
2,,,,,,
3,Upazila,Total farm holding - Number,Total farm holding - Cropped area,Spraying farm holding - Number,Spraying farm holding - Cropped area,Reporting area sprayed
4,Bakshiganj,29391,37228,29391,33197,33197
5,Dewanganj,32329,40307,8690,18935,8645
6,Islampur,44685,52918,32696,36765,36765
7,Jamalpur Sadar,88380,99661,64205,47825,34913
8,Madarganj,40282,51158,32310,39000,32000
9,Melandaha,50684,56275,47807,29290,16436
10,Sarishabari,51033,57836,39500,38990,32080
11,Total,336784,395383,254599,244002,194036
