,0,1,2,3,4,5
0,Number of Government health complex  health personnel 2011,,,,,
1,Barisal,,,,,
2,,,,,,
3,Upazila/city corporation,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other stuff
4,Agailjhara,50,11,16,9,63
5,Babuganj,31,6,10,5,61
6,Bakerganj,31,17,12,6,20
7,Banaripara,60,19,14,5,89
8,Barisal city corporation,640,201,472,26,335
9,Barisal Sadar,0,0,0,0,0
10,Gaurnadi,50,14,17,4,105
11,Hizla,31,7,5,5,75
12,Mehendiganj,31,9,12,10,119
13,Muladi,50,10,10,7,112
14,Wazirpur,50,8,10,4,60
15,Total,1024,302,578,81,1039
