,0,1,2,3,4,5
0,"Number of physician, practitioner in the upazila, city corporation 2011",,,,,
1,Dinajpur,,,,,
2,,,,,,
3,Upazila,Physician,"MBBS, FCPS/over",L.M.F,Unani / ayurbedic,Homeopathy
4,Biral,113,10,37,23,63
5,Birampur,38,8,8,2,20
6,Birganj,76,5,22,13,36
7,Bochaganj,61,9,32,12,8
8,Chirirbandar,223,6,52,45,120
9,Dinajpur Sadar,404,96,155,13,140
10,Fulbari,48,9,32,2,5
11,Ghoraghat,2,2,5,4,27
12,Hakimpur,13,3,1,2,7
13,Kaharole,119,9,45,19,46
14,Khansama,182,5,5,54,118
15,Nawabganj,41,3,7,0,31
16,Parbatipur,49,7,10,0,32
17,Total,1369,172,411,189,653
