,0,1,2,3,4,5
0,Cropped area sprayed with plant protection measures 2008,,,,,
1,Chapai_Nawabganj,,,,,
2,,,,,,
3,Upazila,Total farm holding - Number,Total farm holding - Cropped area,Spraying farm holding - Number,Spraying farm holding - Cropped area,Reporting area sprayed
4,Bholahat,11531,24462,10665,15475,10475
5,Chapai Nawabganj Sadar,38911,86371,36876,74347,29738
6,Gomastapur,28936,55985,28936,51655,51655
7,Nachole,17431,61175,17431,59200,33400
8,Shibganj,60092,84382,58246,55591,44570
9,Total,156901,312375,152154,256268,169838
