,0,1,2,3,4,5,6
0,Broad soil classification 2008,,,,,,
1,,,,,,,
2, Upazila, Total,Soil classification - Doash,Soil classification - Bele,Soil classification - Etel,Soil classification - Kankar,Soil classification - Others
3,Chakaria,41100,41060,10,30,0,0
4,Cox's Bazar Sadar,80754,48700,26934,5120,0,0
5,Kutubdia,19915,15125,4640,150,0,0
6,Moheshkhali,26456,19000,3000,4456,0,0
7,Pekua,33200,3102,0,30098,0,0
8,Ramu,34172,20923,5562,5687,0,2000
9,Teknaf,45406,33160,6811,4995,440,0
10,Ukhia,30214,20214,6000,3650,350,0
11,Total,230463,201284,52957,54186,790,2000
