,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of private commercial bank,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Dimla,0,0,0,0,0,0,0,0,0,0,0
4,Domar,0,0,0,0,0,0,0,0,0,0,0
5,Jaldhaka,13,469,20483,1,0,195,4751,665,24234,5.15,19.42
6,Kishorgonj,1,163,85,0,0,335,10,498,95,2.2,55.21
7,Nilphamary Sadar,1,510,5015,2,1,440,5,952,5021,8.97,47.37
8,Sayedpur,13,1432,2864,52,1,1466,66,2950,2931,187.8 8,8.695
9,Total,28,2574,28447,55,2,2436,4832,5065,32281,204.2,130.695
