,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed, Number of  doctor,  Number of nurse, Number of    technician, Number of other staff,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility
3,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed, Number of  doctor,  Number of nurse, Number of    technician, Number of other staff,Indoor,Indoor,Outdoor,Outdoor
4,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed, Number of  doctor,  Number of nurse, Number of    technician, Number of other staff,Male,Female,Male,Female
5,Bholahat,0,0,0,0,0,0,0,0,0,0
6,Chapai Nawabganj Sadar,11,129,64,84,19,155,1101,2704,26892,42378
7,Gomastapur,7,54,30,20,10,41,384,475,3592,20628
8,Nachole,3,25,6,6,3,22,303,322,1694,2386
9,Shibganj,8,70,16,32,14,73,767,368,12815,17178
10,Total,29,278,116,142,46,291,2555,3869,44993,82570
