,0,1,2,3,4,5,6
0,Status of family planning activity 2011,,,,,,
1,Chittagong,,,,,,
2,,,,,,,
3,Upazila/City corporation,Sterilization in number - Vasectomy,Sterilization in number - Tubectomy,IUD/ Injection,Condom (in piece),Oral pill (in cycle),Copper- T
4,Anowara,131,178,11780,163438,18254,514
5,Banshkhali,180,357,34730,33149,22632,543
6,Boalkhali,98,158,394,11919,14819,55
7,Chandanaish,344,4858,5662,5787,16342,21020
8,Chittagong City Corporation,1218,1171,18361,136907,221740,2963
9,Fatikchhari,51,338,11959,41697,"249,37",888
10,Hathazari,63,280,16918,346358,12881,849
11,Lohagara,56,270,1705,665,2325,229
12,Mirsharai,30,250,3500,915,14328,620
13,Patiya,210,342,516,22030,28231,74
14,Rangunia,82,235,2916,1971,6182,681
15,Raozan,90,200,1020,1718,5156,457
16,Sandwip,0,17,15,37000,50000,12
17,Satkania,112,206,10248,4187,26118,377
18,Sitakunda,70,267,37251,409527,97672,1185
19,Total,2735,9127,156975,1217268,536680,30467
