,0,1,2,3,4,5
0,Number of diagnostic centre and related health personnel 2011,,,,,
1,Chittagong,,,,,
2,,,,,,
3,Upazila/City corporation,Number of centre,Number of doctor,Number of nurse,Number of technician,Number of other staff
4,Anowara,1,0,0,0,0
5,Banshkhali,19,20,0,19,15
6,Boalkhali,10,10,11,10,22
7,Chandanaish,9,53,22,21,25
8,Chittagong City Corporation,104,237,243,172,424
9,Fatikchhari,23,47,71,43,74
10,Hathazari,9,28,0,18,26
11,Lohagara,2,2,2,1,4
12,Mirsharai,6,0,6,6,14
13,Patiya,15,18,45,62,75
14,Rangunia,17,17,0,17,34
15,Raozan,18,0,0,36,36
16,Sandwip,0,19,0,0,0
17,Satkania,14,15,4,15,14
18,Sitakunda,11,27,11,11,29
19,Total,516,986,830,862,1584
