,0,1,2,3,4,5,6
0,Number of missionary hospital and charitable dispensary 2011,,,,,,
1,Chittagong,,,,,,
2,,,,,,,
3, Upazila/City corporation,Number of centre,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff
4,Anowara,0,0,0,0,0,0
5,Banshkhali,0,0,0,0,0,0
6,Boalkhali,0,0,0,0,0,0
7,Chandanaish,0,0,0,0,0,0
8,Chittagong City Corporation,6,226,43,129,14,40
9,Fatikchhari,0,0,0,0,0,0
10,Hathazari,0,0,0,0,0,0
11,Lohagara,0,0,0,0,0,0
12,Mirsharai,0,0,0,0,0,0
13,Patiya,0,0,0,0,0,0
14,Rangunia,0,0,0,0,0,0
15,Raozan,0,0,0,0,0,0
16,Sandwip,0,0,0,0,0,0
17,Satkania,0,0,0,0,0,0
18,Sitakunda,0,0,0,0,0,0
19,Total,6,226,43,129,14,40
