,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,Coxs_Bazar,,,,,,,,,,,
2,,,,,,,,,,,,
3,  Upazila,Number of branch of all    nationalized banks,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
4,Chakaria,5,0,3002,127,0,0,825,24,3827,151,6.1
5,Cox's Bazar Sadar,6,205,7,0,0,169,27,1311,33,5,0.85
6,Kutubdia,3,5893,47,0,0,7252,30,13069,77,98,5
7,Moheshkhali,6,3000,10,30,2,30,5,3060,17,5,0.25
8,Pekua,1,300,50,0,0,7,0,307,50,1,0.05
9,Ramu,3,164,39,155,1,97,5,416,45,0.197,0.769
10,Teknaf,5,618,82,3,0,1393,175,1451,172,9.41,1.181
11,Ukhia,2,805,4,0,0,122,10,927,14,2,0.1
12,Total,31,10985,3241,315,3,9070,1077,20565,4235,271.607,14.3
