,0,1,2,3,4,5
0,Average doctor s fee per patient 2011,,,,,
1,Coxs_Bazar,,,,,
2,,,,,,
3,(Fee in taka) - Upazila,(Fee in taka) - Doctor - MBBS,(Fee in taka) - Doctor - FCPS,(Fee in taka) - Doctor - Dentist,(Fee in taka) - Doctor - Gynaecologist,(Fee in taka) - Doctor - Homeopathy
4,Chakaria,200,300,100,200,50
5,Cox's Bazar Sadar,300,300,250,400,100
6,Kutubdia,150,200,100,200,0
7,Moheshkhali,200,250,100,200,50
8,Pekua,209,98,205,150,51
9,Ramu,250,400,200,300,50
10,Teknaf,300,300,300,400,50
11,Ukhia,200,300,200,200,0
12,Average,226,269,182,256,59
