,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,"

Upazila",Number of branch of nationalized bank,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila",Number of branch of nationalized bank,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,"Number of
borrower","Number of
borrower","Total debt
(crore tk)","Total debt
(crore tk)"
3,"

Upazila",Number of branch of nationalized bank,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Harinakunda,2,3608,1103,0,0,243,161,6561,1264,4,1
5,Jhenaidah Sadar,14,1164,112,2,0,1712,86,1878,198,18,2
6,Kaliganj,9,1530,15,0,0,75,112,1605,127,5214,9
7,Kotchandpur,4,565,203,28,0,1162,203,1755,506,14,1
8,Mahespur,4,5912,247,0,0,615,106,6527,353,1273,3
9,Shailkupa,8,460,50,0,0,1070,100,1330,150,14,1
10,Total,41,13239,1730,30,0,4877,768,19656,2598,6537,17
