,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of private commercial bank,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of private commercial bank,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4,  Upazila,Number of branch of private commercial bank,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Harinakunda,5,574,32,12,2,25,11,611,45,12,3
6,Jhenaidah Sadar,7,109,0,2,0,756,57,867,57,13,3
7,Kaliganj,8,1408,908,23,2,288,5,1719,3015,37,16
8,Kotchandpur,1,260,1705,0,0,145,2,405,1707,165,2
9,Mahespur,5,0,0,0,0,0,3452,0,3452,0,1
10,Shailkupa,6,0,5040,0,0,0,302,125,60,0,17
11,Total,32,2351,7685,37,4,1214,3829,3727,8336,227,42
