,0,1,2,3,4,5,6,7,8,9
0,Number of Non-government health complex and health facility 2011,,,,,,,,,
1,,,,,,,,,,
2,Upazila,Number of hospital/ clinic/ nursing home,Number of bed,Number of doctor,Number of nurse,Number of other staff,Number of patient under health facilities-2011 Indoor Male,Number of patient under health facilities-2011 Indoor Female,Number of patient under health facilities-2011 Outdoor Male,Number of patient under health facilities-2011 Outdoor Female
3,Dighinala,0,0,0,0,0,0,0,0,0
4,Khagrachhari Sadar,1,8,3,0,7,0,0,0,0
5,Laxshmichhari,0,0,0,0,0,0,0,0,0
6,Mahalchhari,0,0,0,0,0,0,0,0,0
7,Manikchhari,0,0,0,0,0,0,0,0,0
8,Matiranga,0,0,0,0,0,0,0,0,0
9,Panchhari,0,0,0,0,0,0,0,0,0
10,Ramgarh,0,0,0,0,0,0,0,0,0
11,Total,1,8,3,0,7,0,0,0,0
