,0,1,2,3,4,5
0,Number of insurance company 2011,,,,,
1,Khagrachori,,,,,
2,,,,,,
3,Upazila,Number of insurance company,Number of employee,Number of client,Annual premium (in lac tk.).,Annual claimed paid (in lac tk.)
4,Dighinala,1,12,28,4.50,0.52
5,Khagrachori,10,111,25030,520.37,32.97
6,Laxshmichhari,0,0,0,0,0
7,Mahalchhari,3,7,690,12.42,6.10
8,Manikchhari,11,1016,18752,193.50,0.78
9,Matiranga,9,20,8989,112.45,13.97
10,Panchhari,5,102,2550,23.50,2.40
11,Ramgarh,4,27,7423,2.32,88.63
12,Total,43,1295,63462,869.06,145.367
