,0,1,2,3,4,5,6,7
0,Number of family planning personnel 2011,,,,,,,
1,Upazila/City corporation,TFPO,M.O,FPI,TFPA,FWV,FWA,Midwives or SBA
2,Balaganj,0,2,11,2,12,45,7
3,Beanibazar,1,1,5,2,11,28,160
4,Bishwanath,0,1,6,3,8,35,10
5,Companiganj,1,1,3,3,2,18,10
6,Dakhin surma,1,1,6,0,9,44,3
7,Fenchuganj,0,1,3,3,2,18,2
8,Golapganj,1,1,9,2,10,51,3
9,Gowainghat,0,0,5,1,7,29,5
10,Jaintiapur,1,1,6,1,6,22,6
11,Kanaighat,0,0,7,3,6,36,8
12,Sylhet city corporation,0,0,0,0,0,0,0
13,Sylhet sadar,1,1,4,3,9,50,6
14,Zakiganj,0,1,7,2,3,43,103
15,Total,6,11,72,25,85,419,323
