,0,1,2,3,4,5
0,Number of diagnostic centre and related health personnel 2011,,,,,
1,Upazila/City corporation,Number of centre,Number of doctor,Number of nurse,Number of technician,Number of other staff
2,Balaganj,5,7,0,8,5
3,Beanibazar,5,5,10,10,15
4,Bishwanath,4,55,0,12,20
5,Companiganj,2,0,0,3,4
6,Dakhin surma,2,7,4,10,13
7,Fenchuganj,2,0,0,2,4
8,Golapganj,3,3,0,8,8
9,Gowainghat,1,0,0,1,3
10,Jaintiapur,2,1,0,4,5
11,Kanaighat,2,2,0,3,7
12,Sylhet city corporation,39,152,6,164,611
13,Sylhet sadar,30,77,50,12,105
14,Zakiganj,2,3,0,3,6
15,Total,99,312,70,240,806
