,0,1,2,3,4,5,6
0,"Number of private hospital, clinic and related health personnel 2011",,,,,,
1,Upazila/City corporation,Number of centre,Number of bed,Number of doctor,Number of nurse,Number of technicians,"Number
of other staff"
2,Balaganj,1,50,7,4,11,34
3,Beanibazar,3,30,6,9,6,15
4,Bishwanath,0,0,0,0,0,0
5,Companiganj,0,0,0,0,0,0
6,Dakhin surma,0,0,0,0,0,0
7,Fenchuganj,0,0,0,0,0,0
8,Golapganj,10,0,25,10,30,22
9,Gowainghat,0,0,0,0,0,0
10,Jaintiapur,0,0,0,0,0,0
11,Kanaighat,0,0,0,0,0,0
12,Sylhet city corporation,44,2876,703,832,149,2286
13,Sylhet sadar,0,0,0,0,0,0
14,Zakiganj,0,0,0,0,0,0
15,Total,58,2956,741,855,196,2357
