,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all private commercial banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of all private commercial banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4,  Upazila,Number of branch of all private commercial banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Baliakandi,5,1399,0,0,0,462,105,1861,105,11.4,4.21
6,Goalanda,2,872,0,0,0,36,1,38,1,6.11,0.02
7,Kalukhali,4,5765,38,0,0,223,26,5988,59,8,1
8,Pangsha,11,11106,778,0,0,1508,249,12614,1027,2366.52,270.9
9,Rajbari Sadar,11,3974,222,4,1,4122,461,8100,684,857.9,34.3
10,Total,33,23116,1038,4,1,6351,842,28601,1876,3249.93,310.43
