,0,1,2,3,4,5,6,7
0,"Area and production of pumpkin, parble (potol) and cabbage 2010-11",,,,,,,
1,(Area in acre and production in metric ton),,,,,,,
2,"
Upazila",Pumpkin,Pumpkin,Parble (potol),Parble (potol),Parble (potol),Cabbage,Cabbage
3,"
Upazila",Area,Production,Area,Produ,c tion,Area,Prod uction
4,Gazaria,74,1500,,12,30,37,750
5,Lauhajang,74,450,,0,0,11,37
6,Munshiganj Sadar,149,351,,40,73,229,825
7,Serajdikhan,156,323,,60,57,71,83
8,Sreenagar,69,138,,20,14,55,200
9,Tongibari,189,150,,8,2,247,173
10,Total,711,2912,,140,176,650,2068
11,,,,"

39",,,,
