,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all private commercial banks,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Belabo,0,0,0,0,0,0,0,0,0,0,0
4,Manohardi,12,0,0,0,0,0,0,0,0,0,0
5,Narsingdi Sadar,24,208,0,1207,0,136,0,1551,0,849,0
6,Palash,2,780,192,0,0,587,78,868,0,42,4
7,Roypura,0,0,0,0,0,0,0,0,0,0,0
8,Sibpur,12,11704,16192,4110,7510,2057,4890,16620,2985,16.6,29.92
9,Total,50,12692,16384,5317,7510,2780,4968,19039,2985,907.6,33.92
