,0,1,2,3,4,5,6
0,Status of family planning activity 2011,,,,,,
1,Bandarban,,,,,,
2,,,,,,,
3, Upazila,Sterilization in number - Vasectomy,Sterilization in number - Tubectomy,IUD/ Injection,Condom (in piece),Oral pill (in cycle), Copper- T
4,Alikadam,178,383,2106,5642,2337,308
5,Bandarban Sadar,30,126,5076,61488,52416,228
6,Lama,115,100,4030,5705,58854,409
7,Naikhongchhari,1046,275,423,7895,3595,116
8,Rowangchhari,20,6,62,40462,18683,86
9,Ruma,22,6,610,5565,862,0
10,Thanchi,38,26,343,2282,756,50
11,Total,1449,922,12650,129039,137503,1197
