,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,Bandarban,,,,,,,,,,
2,,,,,,,,,,,
3,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed,  Number of doctor,  Number of nurse,  Number of technician, Number of other staff,Number of patient under health facility - Indoor - Male,Number of patient under health facility - Indoor - Female,Number of patient under health facility - Outdoor - Male,Number of patient under health facility - Outdoor - Female
4,Alikadam,1,31,2,7,3,54,1370,1405,14228,16796
5,Bandarban Sadar,1,200,8,6,3,12,833,912,9213,7195
6,Lama,1,31,4,10,9,92,1258,1160,32052,28336
7,Naikhongchhari,1,31,1,9,4,61,2147,2626,13833,16909
8,Rowangchhari,1,10,6,10,3,50,459,381,5541,4860
9,Ruma,1,10,3,7,3,40,794,921,3715,5126
10,Thanchi,1,31,1,5,6,44,20,15,30,20
11,Total,7,344,25,54,31,353,6881,7420,78612,79242
