,0,1,2,3,4,5
0,Average doctor s fee per patient 2011,,,,,
1,,,,,,
2,(Fee in taka) - Upazila,(Fee in taka) - Doctor - MBBS,(Fee in taka) - Doctor - FCPS,(Fee in taka) - Doctor - Dentist,(Fee in taka) - Doctor - Gynecologist,(Fee in taka) - Doctor - Homeopathy
3,Bakshiganj,150,250,100,0,50
4,Dewanganj,200,0,200,200,50
5,Islampur,200,0,200,200,0
6,Jamalpur Sadar,300,400,350,500,100
7,Madarganj,200,0,200,200,30
8,Melandaha,200,0,100,0,100
9,Sarishabari,200,0,200,200,100
10,Average,207,325,193,260,72
