,0,1,2,3,4,5,6,7
0,"Number of health centre, providing health and family planning service 2011",,,,,,,
1,Bogura,,,,,,,
2,,,,,,,,
3,Upazila,Number of union health centre,Health service,Sterilization,M.R.,Injection/ copper-T,Oral pill/ condom,Number of immunization centre
4,Adamdighi,6,542,352,122,7125,5235,68
5,Bogra sadar,11,1542,623,254,10511,48541,99
6,Dhunat,10,954,333,139,4591,6300,90
7,Gabtali,6,1052,213,212,5012,10512,54
8,Dhupchanchia,11,524,205,170,5995,8684,99
9,Kahaloo,9,408,429,196,1220,9209,81
10,Nandigram,5,505,533,106,9924,2091,45
11,Sariakandi,12,804,186,500,8176,2061,108
12,Sherpur,10,917,769,186,4006,9167,90
13,Shibganj,12,500,910,210,1800,14400,108
14,Sonatola,7,306,232,156,5204,21591,84
15,Shajahanpur,11,150,1392,235,6377,12443,99
16,Total,110,8204,6177,2486,69941,150234,1025
