,0,1,2,3,4,5,6,7,8,9
0,Number of Non-government health complex and health facility 2011,,,,,,,,,
1,"

Upazila","Number of  hospital/ clinic/ nursing
home",Number of bed,Number of doctor,Number of nurse,Number of other staff,Number of patient under health facilities-2011,Number of patient under health facilities-2011,Number of patient under health facilities-2011,Number of patient under health facilities-2011
2,"

Upazila","Number of  hospital/ clinic/ nursing
home",Number of bed,Number of doctor,Number of nurse,Number of other staff,Indoor,Indoor,Outdoor,Outdoor
3,"

Upazila","Number of  hospital/ clinic/ nursing
home",Number of bed,Number of doctor,Number of nurse,Number of other staff,Male,Female,Male,Female
4,Dighinala,0,0,0,0,0,0,0,0,0
5,Khagrachhari Sadar,1,8,3,0,7,0,0,0,0
6,Laxshmichhari,0,0,0,0,0,0,0,0,0
7,Mahalchhari,0,0,0,0,0,0,0,0,0
8,Manikchhari,0,0,0,0,0,0,0,0,0
9,Matiranga,0,0,0,0,0,0,0,0,0
10,Panchhari,0,0,0,0,0,0,0,0,0
11,Ramgarh,0,0,0,0,0,0,0,0,0
12,Total,1,8,3,0,7,0,0,0,0
