,0,1,2,3,4,5,6,7
0,Number of existing family planning personnel 2011,,,,,,,
1,,,,,,,,
2,Upazila,TFPO,M.O,FPI,TFPA,FWV,FWA,Midwives or SBA
3,Basail,1,1,4,2,6,31,0
4,Bhuapur,1,1,5,3,7,34,0
5,Delduar,1,1,4,2,11,30,0
6,Dhanbari,1,2,4,3,5,31,4
7,Ghatail,1,2,3,3,9,51,2
8,Gopalpur,1,1,9,3,8,36,15
9,Kalihati,1,2,7,3,13,52,3
10,Madhupur,1,2,9,3,10,63,5
11,Mirzapur,1,1,5,1,10,64,25
12,Nagarpur,1,2,5,1,7,43,0
13,Sakhipur,1,0,5,2,6,39,0
14,Tangail Sadar,1,2,9,3,21,62,0
15,Total,12,17,69,29,113,536,54
