,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-government health complex & health facilities 2011,,,,,,,,,,
1,,,,,,,,,,,
2,Upazila,Number of hospital/ clinic/ nursing home,Number of bed,Number of doctor,Number of nurse,Number of technician,Number of other staff,Number of patient under health facilities-2011 Indoor Male,Number of patient under health facilities-2011 Indoor Female,Number of patient under health facilities-2011 Outdoor Male,Number of patient under health facilities-2011 Outdoor Female
3,Basail,0,0,0,0,0,0,0,0,0,0
4,Bhuapur,10,20,17,1,15,33,151,183,4647,5046
5,Delduar,2,20,4,9,2,4,675,215,814,632
6,Dhanbari,0,0,0,0,0,0,0,0,0,0
7,Ghatail,7,70,35,36,17,80,535,2092,6907,18833
8,Gopalpur,0,0,0,0,0,0,0,0,0,0
9,Kalihati,5,46,12,15,10,27,2788,4766,4320,6480
10,Madhupur,5,100,3,17,13,83,978,1036,4605,5676
11,Mirzapur,32,560,64,165,42,310,14298,20610,83823,104345
12,Nagarpur,0,0,0,0,0,0,0,0,0,5
13,Sakhipur,5,50,15,15,15,25,1382,2304,4384,9742
14,Tangail Sadar,35,505,143,225,96,738,11333,20376,69031,146953
15,Total,1371,293,483,210,1300,32140,51582,178531,297712,1371
