,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all   nationalized banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of all   nationalized banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Others debt,Others debt,Number of borrower,Number of borrower,Total debt (crore),Total debt (crore)
4,  Upazila,Number of branch of all   nationalized banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Alamdanga,14,270,90,0,0,30,110,110,300,7,3
6,Chuadanga Sadar,12,462,60,0,0,998,461,1460,521,61.7,8.24
7,Damurhuda,9,1279,817,1,0,178,360,1255,1177,20.1,8.12
8,Jibonnagar,8,2261,1275,9,0,582,376,2852,1651,92.8,39.47
9,Total,43,4272,2242,10,0,1788,1307,5677,3649,181.6,58.83
