,0,1,2,3,4,5
0,Daily average wage rate of non-agricultural labour 2011,,,,,
1,,,,,,
2,(Wage in taka),(Wage in taka),(Wage in taka),(Wage in taka),(Wage in taka),(Wage in taka)
3,Upazila,Porter (coolee),Garden labour male,Garden female labour,Other labour (Adult),Other labour (Child)
4,Chakaria,250,300,250,300,150
5,Cox's Bazar Sadar,200,350,0,280,450
6,Kutubdia,0,0,0,0,250
7,Moheshkhali,350,300,250,300,150
8,Pekua,430,0,0,350,200
9,Ramu,500,400,200,350,150
10,Teknaf,300,300,275,300,250
11,Ukhia,300,250,150,250,120
12,Average,333,317,225,304,215
