,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2, Upazila,Number of branch of all nationalized banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3, Upazila,Number of branch of all nationalized banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4, Upazila,Number of branch of all nationalized banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Biral,4,673,27,14,0,494,126,181,153,12.44,0.58
6,Birampur,3,1085,43,11,0,366,35,1512,85,54,0.46
7,Birganj,6,548,0,65,0,832,121,1445,121,12.83,0.82
8,Bochaganj,4,529,10,0,0,174,6,703,16,142.43,0.66
9,Chirirbanda r,6,1846,74,74,7,1734,300,3704,381,77.74,45.61
10,Dinajpur Sadar,30,6900,3200,302,7,574,4610,19633,8017,550,78
11,Fulbari,8,1886,53,6,0,1418,207,3310,260,351,133
12,Ghoraghat,5,2288,210,49,0,1403,267,3740,477,26,1
13,Hakimpur,5,4240,0,0,0,717,12,4957,12,180,130
14,Kaharole,3,822,4,23,0,1248,82,2153,86,9.26,0.17
15,Khansama,3,1520,94,0,0,717,103,800,206,7.64,2.99
16,Nawabganj,6,1015,945,5,0,325,284,1345,1229,45.5,0.49
17,Parbatipur,11,4910,212,57,0,1915,421,6882,633,586,300
18,Total,94,28262,4872,606,14,11917,6574,50365,11676,2054.84,693.78
