,0,1,2,3,4,5,6
0,Daily average wage rate of construction labour 2011,,,,,,
1,,,,,,,
2,(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka),(Rate in taka)
3, Upazila,Labour,Labour,Labour,Labour,Labour,Labour
4, Upazila,Mason,Helper (Jogaly),Carpenter,Colour,Electric,Plumber
5,Biral,300,150,350,350,300,300
6,Birampur,300,150,270,200,300,320
7,Birganj,300,180,300,300,250,300
8,Bochaganj,260,170,250,260,255,260
9,Chirirbandar,300,200,250,200,250,350
10,Dinajpur Sadar,250,170,250,250,300,400
11,Fulbari,350,200,300,350,400,350
12,Ghoraghat,280,150,260,230,300,250
13,Hakimpur,300,150,270,200,300,320
14,Kaharole,250,160,200,200,300,300
15,Khansama,250,150,250,200,250,250
16,Nawabganj,300,150,275,200,275,250
17,Parbatipur,300,180,250,250,300,350
18,Average,288,166,267,245,291,308
