,0,1,2,3,4,5,6,7,8,9
0,Number of Non-government health complex and health facility 2011,,,,,,,,,
1,,,,,,,,,,
2, Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of other staff,Number of patient under health facility - Indoor - Male,Number of patient under health facility - Indoor - Female,Number of patient under health facility - Outdoor - Male,Number of patient under health facility - Outdoor - Female
3,Chandpur Sadar,19,263,41,123,33,372,3878,7352,24370
4,Foridganj,2,7,3,3,3,7,40,60,40
5,Haimchar,0,0,0,0,0,0,0,0,0
6,Hajiganj,9,76,15,41,33,171,1800,9000,35000
7,Kachua,1,10,2,3,1,7,80,300,139
8,Matlab Dakshin,3,160,17,41,4,70,9357,12542,4644
9,Matlab uttar,0,0,0,0,0,0,0,0,0
10,Shahrasti,0,0,0,0,0,0,0,0,0
11,Total,34,516,78,211,74,627,15155,29254,64193
