,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed,  Number of doctor,  Number of nurse, Number of    technician, Number of other staff,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility,Number of patient under health facility
3,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed,  Number of doctor,  Number of nurse, Number of    technician, Number of other staff,Indoor,Indoor,Outdoor,Outdoor
4,  Upazila,Number of  hospital/ clinic/ nursing home,  Number of bed,  Number of doctor,  Number of nurse, Number of    technician, Number of other staff,Male,Female,Male,Female
5,Dimla,1,50,3,3,3,90,2743,3942,13212,15025
6,Domar,12,50,10,6,4,110,208,151,2105,2410
7,Jaldhaka,1,150,1,4,5,93,278,340,12600,15300
8,Kishorgonj,1,31,2,6,6,21,672,1527,648,1980
9,Nilphamary Sadar,2,120,26,60,8,43,7994,18163,39691,57070
10,Sayedpur,3,160,12,3,1,106,4250,7296,13507,20262
11,Total,20,561,54,82,27,463,16145,31419,81763,112047
