,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of Person, Institute Borrowing Money from Nationalized Bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,Upazila/ City Corporation,Number of Branch of nationali zed bank,Number of borrower Agriculture debt Male,Number of borrower Agriculture debt Female,Number of borrower Industry debt Male,Number of borrower Industry debt Female,Number of borrower Others debt Male,Number of borrower Others debt Female,Number of borrower Number of borrower Male,Number of borrower Number of borrower Female,Number of borrower Total debt (Crore) Male,Number of borrower Total debt (Crore) Female
3,Batiaghata,3,0,0,0,0,0,0,0,0,0,0
4,Dacope,4,222,7,0,0,1036,15,1258,22,7,1
5,Dighalia,5,340,0,0,0,660,25,1000,25,5,1
6,Dumuria,7,741,185,0,0,327,42,503,82,5,7
7,Khulna City Corporation,31,452,78,27,0,1249,813,1729,891,24,36
8,Koyra,4,3065,1890,0,0,0,0,3190,2025,4,3
9,Paikgachha,7,1293,512,0,0,402,41,1693,577,15,2
10,Phultala,4,4473,2354,0,0,1000,296,5473,2750,30,10
11,Rupsa,6,1174,479,0,0,398,38,1572,517,14,2
12,Terokhada,3,1916,87,0,0,480,149,5184,184,17,4
13,Total,74,13676,5592,27,0,5552,1419,21602,7073,121,66
