,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of Person, Institute Borrowing Money from all Private Commercial Bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,Thana/ Upazila/ City Corporation,Number of branch of all Private commercial Branch,Number of borrower Agriculture debt Male,Number of borrower Agriculture debt Female,Number of borrower Industry debt Male,Number of borrower Industry debt Female,Number of borrower Others debt Male,Number of borrower Others debt Female,Number of borrower Male,Number of borrower Female,Number of borrower Total debt (Crore) Male,Number of borrower Total debt (Crore) Female
3,Batiaghata,2,7,1,0,0,298,20,508,156,11.32,1.91
4,Dacope,2,406,0,0,0,37,0,443,0,3.79,0
5,Dighalia,2,215,29,0,0,105,120,320,149,1.86,0.82
6,Dumuria,6,290,200,0,0,276,3,556,203,14.48,0.5
7,Khulna City Corporation,27,1992,3001,37,10,3894,396,5923,3401,54.46,40.44
8,Koyra,2,1070,1210,0,0,0,0,1070,1210,1.2,1.4
9,Paikgachha,0,0,0,0,0,0,0,0,0,0,0
10,Phultala,1,700,200,0,0,250,150,950,350,1,0.5
11,Rupsa,0,0,0,0,0,0,0,0,0,0,0
12,Terokhada,0,0,0,0,0,0,0,0,0,0,0
13,Total,42,4680,4641,37,10,4860,689,9770,5469,88.11,46
