,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,,,,,,,,,,,
2,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of    technician,Number of other staff,Number of patient under health facility - Indoor - Male,Number of patient under health facility - Indoor - Female,Number of patient under health facility - Outdoor - Male,Number of patient under health facility - Outdoor - Female
3,Dhaka Metropolitan,24,8469,3800,3027,699,7690,0,6935,0,216822
4,Dhamrai,1,50,21,18,6,7,1958,3517,24445,44408
5,Dohar,1,31,30,13,6,84,2201,2969,26909,43900
6,Keraniganj,6,31,27,17,7,86,662,853,49387,76402
7,Nawabganj,1,50,35,15,11,190,2732,3706,46679,70295
8,Savar,1,50,21,18,6,124,2305,3720,23740,29280
9,Total,34,8681,3934,3108,735,8181,9858,21700,171160,481107
