,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of private commercial bank,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Dhaka Metropolitan,282,12,0,2374,234,26038,2960,28412,3194,282,12
4,Dhamrai,10,1054,1500,0,0,85,0,1185,1500,10,100
5,Dohar,14,1483,1360,58,1,1542,423,3083,1784,14,1483
6,Keraniganj,30,412,3092,250,8,3771,190,4484,3290,30,412
7,Nawabganj,17,374,2872,2,0,949,293,1325,3165,17,374
8,Savar,7,0,0,0,0,532,56,532,56,7,0
9,Total,360,3335,8824,2684,243,32917,3922,39021,12989,360,2381
