,0,1,2,3,4,5,6
0,Number of missionary hospital and charitable dispensary 2011,,,,,,
1,,,,,,,
2, Upazila,Number of  centres,Number of Beds,Number of Doctors,Number of Nurses,Number of Technicians,Number of other staff
3,Austagram,0,0,0,0,0,0
4,Bajitpur,0,0,0,0,0,0
5,Bhairab,0,0,0,0,0,0
6,Hossainpur,0,0,0,0,0,0
7,Itna,0,0,0,0,0,0
8,Karimganj,0,0,0,0,0,0
9,Katiadi,0,0,0,0,0,0
10,Kishoreganj Sadar,0,0,0,0,0,0
11,Kuliar-char,0,0,0,0,0,0
12,Mithamain,0,0,0,0,0,0
13,Nikli,0,0,0,0,0,0
14,Pakundia,2,0,2,4,0,5
15,Tarail,0,0,0,0,0,0
16,Total,2,0,2,4,0,5
