,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all    nationalized banks,Number of borrower - Agriculture debt - Male,Number of borrower - Agriculture debt - Female,Number of borrower - Industry debt - Male,Number of borrower - Industry debt - Female,Number of borrower - Other debt - Male,Number of borrower - Other debt - Female,Number of borrower - Male,Number of borrower - Female,Number of borrower - Total debt (crore tk) - Male,Number of borrower - Total debt (crore tk) - Female
3,Singra,5,100,0,20,0,10,0,130,0,2000,0
4,Lalpur,11,4088,67,0,0,1330,215,5418,282,271214,17900
5,Gurudaspur,6,1825,277,714,0,612,201,3151,478,119,19.75
6,Baraigram,11,4513,233,68,0,959,114,13660,308,32.28,22.12
7,Bagatipara,9,1627,38,0,0,2221,410,3848,448,358.42,3.59
8,Natore Sadar,18,576,594,36,18,342,810,954,1422,32,35
9,Total,60,12729,1209,838,18,5474,1750,27161,2938,273755.7,17980.46
