,0,1,2,3,4,5,6,7,8,9,10
0,Number of Government health complex and health facility 2011,,,,,,,,,,
1,Natore,,,,,,,,,,
2,,,,,,,,,,,
3,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of  doctor, Number of nurse, Number of    technician,Number of other staff,Number of patient under health facility - Indoor - Male,Number of patient under health facility - Indoor - Female,Number of patient under health facility - Outdoor - Male,Number of patient under health facility - Outdoor - Female
4,Bagatipara,1,31,3,9,3,68,1081,1491,17010,24006
5,Baraigram,1,31,12,8,6,80,1091,1608,39555,52783
6,Gurudaspur,1,50,10,10,5,84,427,639,2048,1963
7,Lalpur,1,50,5,14,8,78,2251,3090,18510,25553
8,Natore Sadar,1,100,24,60,4,61,16001,16890,30814,32743
9,Singra,1,31,10,9,5,140,1125,749,1933,1713
10,Total,6,293,64,110,31,511,21976,24467,109870,138761
