,0,1,2,3,4,5,6,7
0,"Number of health centre, providing health and family planning service 2011",,,,,,,
1,"
Upazila",Number of union health centre,Health service,"
Sterilization","
M.R.",Injection/ copper-T,Oral pill/ condom,Number of immunization centre
2,Baghaichhari,2,1681,0,0,0,0,23
3,Barkal,3,2120,0,0,5,5,35
4,Belai Chhari,3,2027,0,0,0,3,27
5,Jurai Chhari,1,1029,0,2,14,14,8
6,Kaptai,2,2415,2,2,2,2,21
7,Kawkhali,3,3196,1,2,4,6,24
8,Langadu,7,4537,1,2,2,7,41
9,Naniarchar,4,2404,1,1,4,4,19
10,Rangamati Sadar,6,6426,0,0,0,6,25
11,Rajasthali,2,4173,0,0,0,0,21
12,Total,33,30008,5,9,31,47,244
