,0,1,2,3,4,5,6,7,8,9,10,11
0,"Population and literacy rate of 1981, 1991, 2001 & 2011 and number of voter 2011",,,,,,,,,,,
1,"
Upazila",Population (000),Population (000),Population (000),Population (000),Literacy rate (%),Literacy rate (%),Literacy rate (%),Literacy rate (%),Number of voter (000),Number of voter (000),Number of voter (000)
2,"
Upazila",1981,1991,2001,2011,1981,1991,2001,2011,Male,Female,Total
3,Baghaichhari,50,57,78,97,23.0,35.7,35.2,41.9,24,23,47
4,Barkal,20,29,40,48,16.0,30.4,36.1,44.5,17,12,29
5,Belai Chhari,14,18,24,28,16.3,21.0,26.7,32.8,9,8,17
6,Jurai Chhari,12,11,22,28,20.0,23.4,27.3,46.8,7,7,14
7,Kaptai,47,60,66,60,42.3,49.9,60.3,60.0,21,17,38
8,Kawkhali,27,42,48,60,14.6,27.7,38.9,44.2,18,17,35
9,Langadu,32,54,68,82,18.7,27.5,35.8,44.2,21,20,41
10,Naniarchar,25,35,39,44,20.6,33.9,38.4,47.7,13,13,26
11,Rangamati Sadar,60,77,99,125,19.1,48.4,60.2,64.5,43,35,78
12,Rajasthali,12,17,23,26,40.6,25.7,34.0,44.2,8,7,15
13,Total,306,400,507,598,23.1,32.4,43.6,49.7,181,159,340
