,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from nationalized bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all    nationalized banks,Number of borrower Agriculture debt Male,Number of borrower Agriculture debt Female,Number of borrower Industry debt Male,Number of borrower Industry debt Female,Number of borrower Other debt Male,Number of borrower Other debt Female,Number of borrower Male,Number of borrower Female,Number of borrower Total debt (crore tk) Male,Number of borrower Total debt (crore tk) Female
3,Atpara,3,6100,48,0,0,593,170,6690,207,19.29,0.89
4,Barhatta,5,7794,272,0,0,904,3217,8698,3489,7.16,1.74
5,Durgapur,5,6242,395,0,0,684,133,6926,528,21.57,2.4
6,Kalmakanda,1,2550,310,0,0,235 0,290,4900,600,13.16,1.5
7,Kendua,2,10745,0,0,0,4,0,10749,0,19.54,0
8,Khaliajuri,3,2569,24,0,0,147,14,2796,0,5.56,0
9,Madan,4,2410,21,0,0,345,0,2785,21,5.31,0.06
10,Mohanganj,3,4990,1209,0,0,280,90,5270,1470,495,32
11,Netrokona Sadar,8,12655,1458,8,0,178 3,213,14446,1481,68.79,12.66
12,Purbadhala,8,2306,0,0,0,285,31,2591,31,804,80
13,Total,42,58361,3737,8,0,7375,4158,65851,7827,1460,131.25
