,0,1,2,3,4,5,6,7,8,9,10
0,Number of Non-Government health complex and health facility 2011,,,,,,,,,,
1,Feni,,,,,,,,,,
2,,,,,,,,,,,
3,  Upazila,Number of hospital/ clinic/ nursing home, Number of bed, Number of doctor, Number of nurse, Number of technician,Number of other staff,Number of patient under health facility - Indoor - Male,Number of patient under health facility - Indoor - Female,Number of patient under health facility - Outdoor - Male,Number of patient under health facility - Outdoor - Female
4,Chhagalnaiya,3,30,4,17,8,56,526,1085,5965,6800
5,Daganbhuiyan,5,26,11,20,10,38,660,1240,8510,11740
6,Feni Sadar,21,198,29,56,36,108,3920,1680,18500,26640
7,Fulgazi,0,0,0,0,0,0,0,0,0,0
8,Parshuram,1,0,1,3,1,46,0,0,38596,115785
9,Sonagazi,0,0,0,0,0,0,0,0,0,0
10,Total,30,254,45,96,55,248,5106,4005,71571,160965
