,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,"

Upazila",Number of branch of all private commercial banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
2,"

Upazila",Number of branch of all private commercial banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
3,"

Upazila",Number of branch of all private commercial banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
4,Azmirigonj,0,0,0,0,0,0,0,0,0,0,0
5,Bahubal,2,170,10,0,0,111,1,281,11,8.6,1.5
6,Baniachang,2,1308,300,0,0,249,35,1557,335,0.5,0.7
7,Chunarughat,3,1700,450,50,2,150,0,1400,300,9,2
8,Habiganj Sadar,16,1517,318,0,0,5412,1146,6929,1464,96.17,1790
9,Lakhai,0,0,0,0,0,0,0,0,0,0,0
10,Madhabpur,5,385,0,0,0,502,0,887,0,18.91,0
11,Nabiganj,9,5370,0,463,12,915,2,6748,14,14,10
12,Total,37,10450,1078,513,14,7339,1184,17802,2124,147.18,1804.2
