,0,1,2,3,4,5,6,7,8
0,Percentage distribution of population by type of disability 2011,,,,,,,,
1,Upazila,"Total
population",All,Speech,Vision,Hearing,Physical,Mental,Autistic
2,Azmirigonj,112465,1.5,0.2,0.3,0.2,0.5,0.1,0.1
3,Bahubal,197997,1.5,0.2,0.3,0.2,0.5,0.2,0.1
4,Baniachang,332530,1.6,0.2,0.4,0.2,0.6,0.2,0.1
5,Chunarughat,302110,1.4,0.2,0.3,0.1,0.5,0.1,0.1
6,Habiganj Sadar,329093,1.3,0.2,0.3,0.1,0.4,0.2,0.1
7,Lakhai,148811,1.2,0.2,0.3,0.2,0.4,0.1,0.1
8,Madhabpur,319016,1.5,0.2,0.3,0.1,0.5,0.2,0.1
9,Nabiganj,345179,1.7,0.2,0.4,0.2,0.6,0.2,0.1
10,Total,2089001,1.5,0.2,0.3,0.2,0.5,0.2,0.1
