,0,1,2,3,4,5,6,7,8,9,10,11
0,"Number of person, institute borrowing money from private commercial bank 2011",,,,,,,,,,,
1,,,,,,,,,,,,
2,  Upazila,Number of branch of all private commercial banks,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower,Number of borrower
3,  Upazila,Number of branch of all private commercial banks,Agriculture debt,Agriculture debt,Industry debt,Industry debt,Other debt,Other debt,Number of borrower,Number of borrower,Total debt (crore tk),Total debt (crore tk)
4,  Upazila,Number of branch of all private commercial banks,Male,Female,Male,Female,Male,Female,Male,Female,Male,Female
5,Amtali,0,0,0,0,0,0,0,0,0,0,0
6,Bamna,0,0,0,0,0,0,0,0,0,0,0
7,Barguna Sadar,5,2058,0,950,0,14798,0,11113,0,4640,0
8,Betagi,0,0,0,0,0,0,0,0,0,0,0
9,Patharghata,0,0,0,0,0,314,0,314,0,3010,6.18
10,Total,5,2058,0,950,0,15112,0,11427,0,7650,6.18
