,0,1,2,3,4
0,Number of handloom establishment 2011,,,,
1,Pabna,,,,
2,,,,,
3,Upazila Upazila 1,Number of unit (factory) Number of unit (factory) 2,Number of loom Operational 3,Number of loom Non- operational 4,Number of loom Total 5
4,Atgharia,1020,820,200,1020
5,Bera,2012,5832,4119,9951
6,Bhangura,458,1124,1082,2166
7,Chatmohar,542,676,718,1394
8,Faridpur,532,525,7,532
9,Ishwardi,212,322,183,505
10,Pabna Sadar,2178,1638,540,2178
11,Santhia,2420,9065,2195,18260
12,Sujanagar,865,777,88,865
13,Total,10239,22979,10332,36871
